sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
SM-G975FZWDSEB,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy S10+ Dual SIM (128 GB) white SM-G975FZWDSEB,,"The best for you from Samsung

• Pro-grade Camera
• Wireless Power Share
• Infinity-O Display
• Dynamic AMOLED
• Ultrasonic Fingerprint",0.18,1,Taxable Goods,"Catalog, Search",999.99,749.99,5/10/20,,,Smartphone Samsung Galaxy S10+ Dual SIM (128 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy S10+ Dual SIM (128 GB),215647-sm-g975w-medium.jpg,Smartphone Samsung Galaxy S10+ Dual SIM (128 GB),215647-sm-g975w-medium.jpg,Smartphone Samsung Galaxy S10+ Dual SIM (128 GB),215647-sm-g975w-medium.jpg,Smartphone Samsung Galaxy S10+ Dual SIM (128 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=white,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"215647-sm-g975w-medium.jpg,215648-sm-g975w-2-medium.jpg,215649-sm-g975w-3-medium.jpg,215650-sm-g975w-4-medium.jpg,215651-sm-g975w-5-medium.jpg,215652-sm-g975w-6-medium.jpg",Smartphone Samsung Galaxy S10+ Dual SIM (128 GB) white SM-G975FZWDSEB,,,,,,,,,,,,,
MQ6H2ET/A,,Default,simple,Default Category/Smartphones/Apple,base,Smartphone Apple iPhone 8 (64 GB) silver MQ6H2ET/A,"<strong>Design</strong><br>How do you build an iPhone out of durable glass that also allows for wireless charging? By formulating a new kind of glass. Reinforcing it with a laser-welded steel foundation and an aerospace-grade aluminium band. And engineering it down to the micron for water resistance.<br><br><strong>The most durable glass ever in an iPhone.</strong><br>The front and back feature custom glass with a 50 per cent deeper strengthening layer. A new steel substructure and a stronger, aerospace-grade 7000 Series aluminium band provide additional reinforcement. And an oleophobic coating lets you easily wipe off smudges and fingerprints.<br><br><strong>Resists water, splashes and dust.</strong><br>iPhone 8 is precision-engineered at the microscopic level to protect against water, splashes and dust.<br><br><strong>Wireless charging for a wireless world.*</strong><br>We’ve always intended iPhone to be a truly wireless device, free from charging cables and headphone cords. With a glass back and an embedded wireless charging system, iPhone 8 is designed for a wireless future.<br><br><strong>Louder, more dynamic stereo speakers.</strong><br>iPhone 8 features redesigned stereo speakers that are up to 25 per cent louder and deliver deeper bass. Crank up the volume and enjoy richer-sounding music, videos and speakerphone calls.<br><br><strong>Advanced security at your fingertip.</strong><br>With Touch ID, your fingerprint is your secure password. Use it to instantly unlock your phone and sign in to many of your favourite apps. Touch ID also enables Apple Pay, which lets you pay in shops, within apps and on the web.<br><br><strong>Retina HD Display</strong><br>How do you make a display that’s more aware of the environment around you? By using light-sensing technology and an expansive colour spectrum to make everything on the screen look and feel more natural.<br><br><strong>True Tone. For a more comfortable viewing experience.</strong><br>True Tone technology uses an advanced four-channel ambient light sensor to subtly adjust the white balance onscreen to match the colour temperature of the light around you. So images on the display look as natural as on a printed page, reducing eye strain.<br><br><strong>Apple's best colour accuracy ever.</strong><br>Lifelike colours and high contrast make everything you look at — photos, films, games, news — crisp and captivating. With a wide colour gamut and Apple's best colour accuracy ever, your photos will look as vibrant as real life.<br><br><strong>Cameras</strong><br>How do you improve on the world’s most popular camera? By introducing a new sensor and powering it with A11 Bionic. It makes advanced photographic techniques easy and automatic — so everyone can shoot unbelievable photos and movies. iPhone 8 cameras are also designed for the most immersive and incredible augmented reality experiences.<br><br><strong>iPhone 8 Camera</strong><br>The wide-angle camera on iPhone 8 is the same one found in iPhone 8 Plus — featuring an ƒ/1.8 six-element lens, optical image stabilisation, and a larger, faster 12MP sensor.<br><br><strong>New advanced ISP. Photo ops, optimised.</strong><br>The intelligent, Apple-designed image signal processor detects elements in the scene — like people, motion and lighting conditions — to optimise your photos even before you take them. It also delivers advanced pixel processing, wide colour capture, faster autofocus and better HDR photos.<br><br><strong>Front-facing camera. Focus on yourself.</strong><br>With Retina Flash, wide colour capture, advanced pixel technology and auto image stabilisation, the 7MP FaceTime HD camera shoots selfies that stand out.<br><br><strong>New filters. Better flash. More fun.</strong><br>From the moment you capture a photo to your final edit, iPhone 8 makes it even easier to create spectacular shots. And next-generation HEIF compression technology lets you take new photos with the same quality as before at half the file size. So snap away.<br><br><strong>Videos that belong on the big screen.</strong><br>Whether you’re a proud parent, a film student or a working director, iPhone 8 lets you shoot phenomenal movies. An Apple-designed video encoder performs real‑time image processing for optimal quality. And with HEVC compression, you’ll get the same video quality as before at half the file size.<br>• 4K video up to 60 fps<br>• Slo-mo 1080p up to 240 fps<br>• Time-lapse video<br><br><strong>Steadier videos.</strong><br>Advanced video stabilisation uses a new, larger sensor and the powerful ISP to stabilise everything you’re shooting. And optical image stabilisation is designed to reduce motion blur and handshake in low-light videos. So your movies look steady even if your hand isn’t.<br><br><strong>A11 Bionic</strong><br>Can you create a chip that’s both powerful and intelligent? For iPhone 8 and iPhone X, we did. Meet A11 Bionic, the most powerful and smartest chip ever in an iPhone.<br><br><strong>Unprecedented power.</strong><br>With six cores and 4.3 billion transistors, A11 Bionic has four efficiency cores that are up to 70 per cent faster than the A10 Fusion chip, and two performance cores that are up to 25 per cent faster. The CPU can even harness all six cores simultaneously when you need a turbo boost.<br><br><strong>Engineered for efficiency.</strong><br>A11 Bionic manages its enormous power intelligently by directing tasks between the performance and efficiency cores. So the things you do most often — like texting and browsing the web — happen quickly while using less energy.<br><br><strong>Wireless Charging</strong><br>How do you make an iPhone designed for a wireless world? By building on wireless technology like headphones and advanced networking to introduce easy wireless charging. The glass back, together with an efficient charging system, allows you to simply set iPhone 8 down to charge it up.<br><br><strong>Our most advanced mobile operating system yet.</strong><br>iOS brings iPhone to life in incredibly personal and powerful ways. The interface is beautiful and easy to use. Intelligent suggestions appear just when you need them. And advanced technologies protect your privacy and security. Once you’ve experienced iOS, you’ll understand why so many people love using iPhone.<br><br><br><em>*Wireless charger not included.</em>","iPhone 8 introduces an all-new glass design. The world’s most popular camera, now even better. The smartest, most powerful chip ever in an iPhone. Wireless charging that’s truly effortless.* And augmented reality experiences never before possible. iPhone 8. A new generation of iPhone.

More info",0.148,1,Taxable Goods,"Catalog, Search",599.99,449.99,5/10/20,,,Smartphone Apple iPhone 8 (64 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Apple iPhone 8 (64 GB),172620-iphone8-silver-1-medium.jpg,Smartphone Apple iPhone 8 (64 GB),172620-iphone8-silver-1-medium.jpg,Smartphone Apple iPhone 8 (64 GB),172620-iphone8-silver-1-medium.jpg,Smartphone Apple iPhone 8 (64 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=silver,manufacturer=Apple",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"172620-iphone8-silver-1-medium.jpg,172621-iphone8-silver-2-medium.jpg",Smartphone Apple iPhone 8 (64 GB) silver MQ6H2ET/A,,,,,,,,,,,,,
SM-G986BZKDEUD,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy S20+ 5G (128 GB) black SM-G986BZKDEUD,,"Smartphone Samsung Galaxy S20+ 5G (128 GB) / SM-G986BZKDEUD• Excellent Rear Camera (64 Mpx, 12Mpx)
• Front Camera 10 Mpx
• Samsung Pay
• 6,7'' QHD+ Dynamic AMOLED
• IP 68 class
• Wi-Fi 6 802.11ax (2.4GHz + 5GHz)",0.184,1,Taxable Goods,"Catalog, Search",1099,,,,,Smartphone Samsung Galaxy S20+ 5G (128 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy S20+ 5G (128 GB),245029-373954-medium.jpg,Smartphone Samsung Galaxy S20+ 5G (128 GB),245029-373954-medium.jpg,Smartphone Samsung Galaxy S20+ 5G (128 GB),245029-373954-medium.jpg,Smartphone Samsung Galaxy S20+ 5G (128 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=black,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"245029-373954-medium.jpg,245030-373956-medium.jpg,245031-373958-medium.jpg,245032-373960-medium.jpg,245033-373962-medium.jpg,245034-373964-medium.jpg",Smartphone Samsung Galaxy S20+ 5G (128 GB) black SM-G986BZKDEUD,,,,,,,,,,,,,
SM-G973FZGDSEB,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy S10 Dual SIM (128 GB) green SM-G973FZGDSEB,,"The best for you from Samsung

• Pro-grade Camera
• Wireless Power Share
• Infinity-O Display
• Dynamic AMOLED
• Ultrasonic Fingerprint",0.188,1,Taxable Goods,"Catalog, Search",899.99,649.99,5/10/20,,,Smartphone Samsung Galaxy S10 Dual SIM (128 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy S10 Dual SIM (128 GB),215546-sm-g973g-medium.jpg,Smartphone Samsung Galaxy S10 Dual SIM (128 GB),215546-sm-g973g-medium.jpg,Smartphone Samsung Galaxy S10 Dual SIM (128 GB),215546-sm-g973g-medium.jpg,Smartphone Samsung Galaxy S10 Dual SIM (128 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=green,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"215546-sm-g973g-medium.jpg,215547-sm-g973g-2-medium.jpg,215548-sm-g973g-3-medium.jpg,215549-sm-g973g-4-medium.jpg,215550-sm-g973g-5-medium.jpg,215551-sm-g973g-6-medium.jpg",Smartphone Samsung Galaxy S10 Dual SIM (128 GB) green SM-G973FZGDSEB,,,,,,,,,,,,,
MWC72ET/A,,Default,simple,Default Category/Smartphones/Apple,base,Smartphone Apple iPhone 11 Pro (256 GB) space grey MWC72ET/A,<strong>Pro camera system</strong>,"And then there was Pro.
A transformative triple‑camera system that adds tons of capability without complexity. An unprecedented leap in battery life. And a mind‑blowing chip that doubles down on machine learning and pushes the boundaries of what a smartphone can do. Welcome to the first iPhone powerful enough to be called Pro.• Stainless steel and glass design
• Pro camera system
• The first triple‑camera system
• 4K video
• Pro display Super Retina XDR
• Water resistant up to 2 meters
• Wireless Charging and All-day battery life

More info",0.188,1,Taxable Goods,"Catalog, Search",1339,,,,,Smartphone Apple iPhone 11 Pro (256 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Apple iPhone 11 Pro (256 GB),232270-353976-medium.jpg,Smartphone Apple iPhone 11 Pro (256 GB),232270-353976-medium.jpg,Smartphone Apple iPhone 11 Pro (256 GB),232270-353976-medium.jpg,Smartphone Apple iPhone 11 Pro (256 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=space grey,manufacturer=Apple",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"232270-353976-medium.jpg,232271-353978-medium.jpg",Smartphone Apple iPhone 11 Pro (256 GB) space grey MWC72ET/A,,,,,,,,,,,,,
SM-A202FZKDSEB,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy A20e black SM-A202FZKDSEB,,"Smartphone Samsung Galaxy A20e / SM-A202FZKDSEBSamsung Galaxy A20e features a compact 5.84-inch HD+ TFT LCD Infinity-V Display panel at 720×1560 pixels resolution. It sports a 16MP+5MP dual camera setup on the rear with f/1.9 aperture and f/2.2 aperture, respectively. There is an 8MP selfie shooter on the front.",0.141,1,Taxable Goods,"Catalog, Search",199.99,149.99,5/10/20,,,Smartphone Samsung Galaxy A20e,"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy A20e,221741-sm-a405fn-ds-001-front-black-r02-medium.jpg,Smartphone Samsung Galaxy A20e,221741-sm-a405fn-ds-001-front-black-r02-medium.jpg,Smartphone Samsung Galaxy A20e,221741-sm-a405fn-ds-001-front-black-r02-medium.jpg,Smartphone Samsung Galaxy A20e,,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=black,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"221741-sm-a405fn-ds-001-front-black-r02-medium.jpg,221742-sm-a405fn-ds-003-l-perspective-black-r03-medium.jpg,221743-sm-a405fn-ds-004-r-perspective-black-r03-medium.jpg,221744-sm-a405fn-ds-002-back-black-r04-medium.jpg,221745-sm-a405fn-ds-006-r-side-black-r02-medium.jpg,221746-sm-a405fn-ds-005-l-side-black-r02-medium.jpg",Smartphone Samsung Galaxy A20e black SM-A202FZKDSEB,,,,,,,,,,,,,
SM-A105FZKUSEB,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy A10 (32 GB) black SM-A105FZKUSEB,,Smartphone Samsung Galaxy A10 (32 GB) / SM-A105FZKUSEBGet a vivid viewing experience with the next-gen Infinity-V Display. Capture stunning shots and stand out with 13MP Rear + 5MP Front Camera. Run multiple apps without missing a beat on this powerful multi-tasker. This is Samsung Galaxy A10.,0.168,1,Taxable Goods,"Catalog, Search",159.99,129.99,5/10/20,,,Smartphone Samsung Galaxy A10 (32 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy A10 (32 GB),221727-sm-a105f-001-front-black-medium.jpg,Smartphone Samsung Galaxy A10 (32 GB),221727-sm-a105f-001-front-black-medium.jpg,Smartphone Samsung Galaxy A10 (32 GB),221727-sm-a105f-001-front-black-medium.jpg,Smartphone Samsung Galaxy A10 (32 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=black,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"221727-sm-a105f-001-front-black-medium.jpg,221728-sm-a105f-003-r-perspective-black-medium.jpg,221729-sm-a105f-004-l-perspective-black-medium.jpg,221730-sm-a105f-002-back-black-medium.jpg,221731-sm-a105f-005-r-side-black-medium.jpg,221732-sm-a105f-006-l-side-black-medium.jpg",Smartphone Samsung Galaxy A10 (32 GB) black SM-A105FZKUSEB,,,,,,,,,,,,,
SM-N975FZKDSEB,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy Note 10+ (256 GB) black SM-N975FZKDSEB,,"• 6,8-inch Dynamic AMOLED screen
• 256 GB storage
• 12 GB RAM
• 4300 mAh battery
• Time of Flight camera sensor
• Android Pie 9",0.196,1,Taxable Goods,"Catalog, Search",1099,899.99,5/10/20,,,Smartphone Samsung Galaxy Note 10+ (256 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy Note 10+ (256 GB),229127-348776-medium.jpg,Smartphone Samsung Galaxy Note 10+ (256 GB),229127-348776-medium.jpg,Smartphone Samsung Galaxy Note 10+ (256 GB),229127-348776-medium.jpg,Smartphone Samsung Galaxy Note 10+ (256 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=black,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"229127-348776-medium.jpg,229128-348778-medium.jpg,229129-348780-medium.jpg,229130-348782-medium.jpg,229131-348784-medium.jpg,229132-348786-medium.jpg,229133-348788-medium.jpg,229134-348790-medium.jpg",Smartphone Samsung Galaxy Note 10+ (256 GB) black SM-N975FZKDSEB,,,,,,,,,,,,,
MWHR2ET/A,,Default,simple,Default Category/Smartphones/Apple,base,Smartphone Apple iPhone 11 Pro Max (512 GB) midnight green MWHR2ET/A,<strong>Pro camera system</strong>,"And then there was Pro.
A transformative triple‑camera system that adds tons of capability without complexity. An unprecedented leap in battery life. And a mind‑blowing chip that doubles down on machine learning and pushes the boundaries of what a smartphone can do. Welcome to the first iPhone powerful enough to be called Pro.• Stainless steel and glass design
• Pro camera system
• The first triple‑camera system
• 4K video
• Pro display Super Retina XDR
• Water resistant up to 2 meters
• Wireless Charging and All-day battery life

More info",0.226,1,Taxable Goods,"Catalog, Search",1679,,,,,Smartphone Apple iPhone 11 Pro Max (512 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Apple iPhone 11 Pro Max (512 GB),232355-354086-medium.jpg,Smartphone Apple iPhone 11 Pro Max (512 GB),232355-354086-medium.jpg,Smartphone Apple iPhone 11 Pro Max (512 GB),232355-354086-medium.jpg,Smartphone Apple iPhone 11 Pro Max (512 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=midnight green,manufacturer=Apple",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"232355-354086-medium.jpg,232356-354088-medium.jpg",Smartphone Apple iPhone 11 Pro Max (512 GB) midnight green MWHR2ET/A,,,,,,,,,,,,,
BV9000PROGREY,,Default,simple,Default Category/Smartphones/Blackview,base,Smartphone BlackView BV9000 Pro Dual SIM stone grey BV9000PROGREY,,"The extremely rugged structure is designed and adapted to the wide operating 18:9 display, which displays content bright, vivid and sharp. With high contrast and accurate color presentation you will enjoy everything displayed on your screen.",0.25,1,Taxable Goods,"Catalog, Search",369.99,,,,,Smartphone BlackView BV9000 Pro Dual SIM,"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone BlackView BV9000 Pro Dual SIM,192083-blackview-bv9000pro-medium.jpg,Smartphone BlackView BV9000 Pro Dual SIM,192083-blackview-bv9000pro-medium.jpg,Smartphone BlackView BV9000 Pro Dual SIM,192083-blackview-bv9000pro-medium.jpg,Smartphone BlackView BV9000 Pro Dual SIM,,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=stone grey,manufacturer=Blackview",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,Smartphone BlackView BV9000 Pro Dual SIM stone grey BV9000PROGREY,,,,,,,,,,,,,
MWCG2ET/A,,Default,simple,Default Category/Smartphones/Apple,base,Smartphone Apple iPhone 11 Pro (512 GB) midnight green MWCG2ET/A,<strong>Pro camera system</strong>,"And then there was Pro.
A transformative triple‑camera system that adds tons of capability without complexity. An unprecedented leap in battery life. And a mind‑blowing chip that doubles down on machine learning and pushes the boundaries of what a smartphone can do. Welcome to the first iPhone powerful enough to be called Pro.• Stainless steel and glass design
• Pro camera system
• The first triple‑camera system
• 4K video
• Pro display Super Retina XDR
• Water resistant up to 2 meters
• Wireless Charging and All-day battery life

More info",0.188,1,Taxable Goods,"Catalog, Search",1579,,,,,Smartphone Apple iPhone 11 Pro (512 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Apple iPhone 11 Pro (512 GB),232340-354114-medium.jpg,Smartphone Apple iPhone 11 Pro (512 GB),232340-354114-medium.jpg,Smartphone Apple iPhone 11 Pro (512 GB),232340-354114-medium.jpg,Smartphone Apple iPhone 11 Pro (512 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=midnight green,manufacturer=Apple",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"232340-354114-medium.jpg,232341-354116-medium.jpg",Smartphone Apple iPhone 11 Pro (512 GB) midnight green MWCG2ET/A,,,,,,,,,,,,,
23419,,Default,simple,Default Category/Smartphones/Xiaomi,base,Smartphone Xiaomi Mi 9T (64 GB) blue 23419,,"Power in Full

Pop-up selfie camera. 48MP AI triple camera.

• 48MP, AI Rear Triple Camera
• 20MP Pop-up selfie camera
• 6.39"" AMOLED FHD+ Full Screen Display
• Fast in-screen fingerprint sensor
• 4000mAh battery + 18W Fast charge
• Multi-function NFC",0.191,1,Taxable Goods,"Catalog, Search",359.99,299.99,5/10/20,,,Smartphone Xiaomi Mi 9T (64 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Xiaomi Mi 9T (64 GB),227094-345572-medium.jpg,Smartphone Xiaomi Mi 9T (64 GB),227094-345572-medium.jpg,Smartphone Xiaomi Mi 9T (64 GB),227094-345572-medium.jpg,Smartphone Xiaomi Mi 9T (64 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=blue,manufacturer=Xiaomi",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"227094-345572-medium.jpg,227096-345576-medium.jpg,227097-345578-medium.jpg,227098-345580-medium.jpg,227099-345582-medium.jpg",Smartphone Xiaomi Mi 9T (64 GB) blue 23419,,,,,,,,,,,,,
MWHK2ET/A,,Default,simple,Default Category/Smartphones/Apple,base,Smartphone Apple iPhone 11 Pro Max (256 GB) silver MWHK2ET/A,<strong>Pro camera system</strong>,"And then there was Pro.
A transformative triple‑camera system that adds tons of capability without complexity. An unprecedented leap in battery life. And a mind‑blowing chip that doubles down on machine learning and pushes the boundaries of what a smartphone can do. Welcome to the first iPhone powerful enough to be called Pro.• Stainless steel and glass design
• Pro camera system
• The first triple‑camera system
• 4K video
• Pro display Super Retina XDR
• Water resistant up to 2 meters
• Wireless Charging and All-day battery life

More info",0.226,1,Taxable Goods,"Catalog, Search",1449,,,,,Smartphone Apple iPhone 11 Pro Max (256 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Apple iPhone 11 Pro Max (256 GB),232330-354094-medium.jpg,Smartphone Apple iPhone 11 Pro Max (256 GB),232330-354094-medium.jpg,Smartphone Apple iPhone 11 Pro Max (256 GB),232330-354094-medium.jpg,Smartphone Apple iPhone 11 Pro Max (256 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=silver,manufacturer=Apple",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"232330-354094-medium.jpg,232331-354096-medium.jpg",Smartphone Apple iPhone 11 Pro Max (256 GB) silver MWHK2ET/A,,,,,,,,,,,,,
SM-G973FZWDSEB,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy S10 Dual SIM (128 GB) white SM-G973FZWDSEB,,"The best for you from Samsung

• Pro-grade Camera
• Wireless Power Share
• Infinity-O Display
• Dynamic AMOLED
• Ultrasonic Fingerprint",0.226,1,Taxable Goods,"Catalog, Search",899.99,649.99,5/10/20,,,Smartphone Samsung Galaxy S10 Dual SIM (128 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy S10 Dual SIM (128 GB),215577-sm-g973w-medium.jpg,Smartphone Samsung Galaxy S10 Dual SIM (128 GB),215577-sm-g973w-medium.jpg,Smartphone Samsung Galaxy S10 Dual SIM (128 GB),215577-sm-g973w-medium.jpg,Smartphone Samsung Galaxy S10 Dual SIM (128 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=white,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"215577-sm-g973w-medium.jpg,215578-sm-g973w-2-medium.jpg,215579-sm-g973w-3-medium.jpg,215580-sm-g973w-4-medium.jpg,215581-sm-g973w-5-medium.jpg,215582-sm-g973w-6-medium.jpg",Smartphone Samsung Galaxy S10 Dual SIM (128 GB) white SM-G973FZWDSEB,,,,,,,,,,,,,
1320-4927,,Default,simple,Default Category/Smartphones/Sony,base,Smartphone Sony Xperia 5 red 1320-4927,,Enjoy high quality viewing on a stunning 21:9 CinemaWide™ display. Capture any scene in perfect focus with a triple lens camera and immerse yourself in the latest audio technologies. The Xperia 5 brings you the latest experiences from Sony in a stylish design made to fit your hand.,0.164,1,Taxable Goods,"Catalog, Search",799.99,649.99,5/10/20,,,Smartphone Sony Xperia 5,"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Sony Xperia 5,238435-364594-medium.jpg,Smartphone Sony Xperia 5,238435-364594-medium.jpg,Smartphone Sony Xperia 5,238435-364594-medium.jpg,Smartphone Sony Xperia 5,,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=red,manufacturer=Sony",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,Smartphone Sony Xperia 5 red 1320-4927,,,,,,,,,,,,,
MWHM2ET/A,,Default,simple,Default Category/Smartphones/Apple,base,Smartphone Apple iPhone 11 Pro Max (256 GB) midnight green MWHM2ET/A,<strong>Pro camera system</strong>,"And then there was Pro.
A transformative triple‑camera system that adds tons of capability without complexity. An unprecedented leap in battery life. And a mind‑blowing chip that doubles down on machine learning and pushes the boundaries of what a smartphone can do. Welcome to the first iPhone powerful enough to be called Pro.• Stainless steel and glass design
• Pro camera system
• The first triple‑camera system
• 4K video
• Pro display Super Retina XDR
• Water resistant up to 2 meters
• Wireless Charging and All-day battery life

More info",0.226,1,Taxable Goods,"Catalog, Search",1449,,,,,Smartphone Apple iPhone 11 Pro Max (256 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Apple iPhone 11 Pro Max (256 GB),232334-354102-medium.jpg,Smartphone Apple iPhone 11 Pro Max (256 GB),232334-354102-medium.jpg,Smartphone Apple iPhone 11 Pro Max (256 GB),232334-354102-medium.jpg,Smartphone Apple iPhone 11 Pro Max (256 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=midnight green,manufacturer=Apple",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"232334-354102-medium.jpg,232335-354104-medium.jpg",Smartphone Apple iPhone 11 Pro Max (256 GB) midnight green MWHM2ET/A,,,,,,,,,,,,,
SM-N770FZSDSEB,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy Note10 Lite silver SM-N770FZSDSEB,,"• 6.7'' Full HD+ Super AMOLED Plus screen
• 4 lens camera system
• 128 GB internal storage
• 4500 mAh battery
• Fast charging
• In-screen fingerprint reader",0.199,1,Taxable Goods,"Catalog, Search",659.99,,,,,Smartphone Samsung Galaxy Note10 Lite,"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy Note10 Lite,242993-371005-medium.jpg,Smartphone Samsung Galaxy Note10 Lite,242993-371005-medium.jpg,Smartphone Samsung Galaxy Note10 Lite,242993-371005-medium.jpg,Smartphone Samsung Galaxy Note10 Lite,,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=silver,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"242993-371005-medium.jpg,242994-371007-medium.jpg,242995-371009-medium.jpg,242996-371011-medium.jpg,242997-371013-medium.jpg",Smartphone Samsung Galaxy Note10 Lite silver SM-N770FZSDSEB,,,,,,,,,,,,,
